    0.00000    2.00000    4.00000    6.00000    8.00000   10.00000   12.00000   14.00000   16.00000   18.00000   20.00000   22.00000   24.00000   26.00000   28.00000   30.00000   32.00000   34.00000   36.00000   38.00000   40.00000
    0.00000    0.01667    0.03333    0.05000    0.06667    0.08333    0.10000    0.11667    0.13333    0.15000    0.16667    0.18333    0.20000    0.21667    0.23333    0.25000    0.26667    0.28333    0.30000    0.31667    0.33333    0.35000    0.36667    0.38333    0.40000    0.41667    0.43333    0.45000    0.46667    0.48333    0.50000    0.51667    0.53333    0.55000    0.56667    0.58333    0.60000    0.61667    0.63333    0.65000    0.66667    0.68333    0.70000    0.71667    0.73333    0.75000    0.76667    0.78333    0.80000    0.81667    0.83333    0.85000    0.86667    0.88333    0.90000    0.91667    0.93333    0.95000    0.96667    0.98333    1.00000
    3.160000000000000e+02     2.580000000000000e+02     2.220000000000000e+02     2.500000000000000e+02     2.840000000000000e+02     2.260000000000000e+02     2.040000000000000e+02     2.740000000000000e+02     2.280000000000000e+02     2.240000000000000e+02     2.700000000000000e+02     2.100000000000000e+02     2.520000000000000e+02     2.880000000000000e+02     2.560000000000000e+02     1.980000000000000e+02     2.680000000000000e+02     2.980000000000000e+02     2.580000000000000e+02     2.540000000000000e+02     2.200000000000000e+02     2.480000000000000e+02     2.440000000000000e+02     2.660000000000000e+02     2.520000000000000e+02     2.500000000000000e+02     2.420000000000000e+02     2.820000000000000e+02     3.100000000000000e+02     2.720000000000000e+02     2.560000000000000e+02     2.320000000000000e+02     2.360000000000000e+02     2.380000000000000e+02     2.600000000000000e+02     2.880000000000000e+02     2.860000000000000e+02     2.720000000000000e+02     2.240000000000000e+02     2.300000000000000e+02     2.880000000000000e+02     2.620000000000000e+02     2.500000000000000e+02     2.160000000000000e+02     2.720000000000000e+02     2.260000000000000e+02     2.440000000000000e+02     2.560000000000000e+02     2.100000000000000e+02     2.980000000000000e+02     2.640000000000000e+02     3.060000000000000e+02     2.820000000000000e+02     2.980000000000000e+02     2.620000000000000e+02     2.780000000000000e+02     2.920000000000000e+02     2.420000000000000e+02     2.940000000000000e+02     3.140000000000000e+02
    1.956000000000000e+03     1.724000000000000e+03     1.808000000000000e+03     1.766000000000000e+03     1.738000000000000e+03     1.754000000000000e+03     1.562000000000000e+03     1.692000000000000e+03     1.828000000000000e+03     1.714000000000000e+03     1.808000000000000e+03     1.758000000000000e+03     1.810000000000000e+03     1.916000000000000e+03     1.800000000000000e+03     1.738000000000000e+03     1.758000000000000e+03     1.804000000000000e+03     1.876000000000000e+03     1.814000000000000e+03     1.742000000000000e+03     1.762000000000000e+03     1.798000000000000e+03     1.836000000000000e+03     1.668000000000000e+03     1.744000000000000e+03     1.684000000000000e+03     1.888000000000000e+03     1.896000000000000e+03     1.876000000000000e+03     1.808000000000000e+03     1.834000000000000e+03     1.786000000000000e+03     1.812000000000000e+03     1.714000000000000e+03     1.836000000000000e+03     1.770000000000000e+03     1.872000000000000e+03     1.822000000000000e+03     1.750000000000000e+03     1.782000000000000e+03     1.836000000000000e+03     1.718000000000000e+03     1.856000000000000e+03     1.840000000000000e+03     1.748000000000000e+03     1.956000000000000e+03     1.860000000000000e+03     1.788000000000000e+03     1.778000000000000e+03     1.884000000000000e+03     1.824000000000000e+03     1.800000000000000e+03     1.966000000000000e+03     1.906000000000000e+03     1.824000000000000e+03     1.842000000000000e+03     1.836000000000000e+03     1.828000000000000e+03     1.828000000000000e+03
    5.054000000000000e+03     4.890000000000000e+03     4.748000000000000e+03     4.772000000000000e+03     4.858000000000000e+03     4.840000000000000e+03     4.732000000000000e+03     4.772000000000000e+03     4.706000000000000e+03     4.912000000000000e+03     4.872000000000000e+03     4.670000000000000e+03     4.674000000000000e+03     4.828000000000000e+03     4.638000000000000e+03     4.758000000000000e+03     4.642000000000000e+03     4.680000000000000e+03     4.740000000000000e+03     4.928000000000000e+03     4.970000000000000e+03     4.984000000000000e+03     4.752000000000000e+03     4.960000000000000e+03     4.766000000000000e+03     4.746000000000000e+03     4.842000000000000e+03     4.948000000000000e+03     4.668000000000000e+03     4.748000000000000e+03     4.870000000000000e+03     4.760000000000000e+03     4.644000000000000e+03     4.916000000000000e+03     4.726000000000000e+03     4.860000000000000e+03     4.804000000000000e+03     4.766000000000000e+03     4.838000000000000e+03     4.764000000000000e+03     5.004000000000000e+03     4.668000000000000e+03     4.908000000000000e+03     4.674000000000000e+03     4.888000000000000e+03     4.804000000000000e+03     4.810000000000000e+03     5.060000000000000e+03     4.874000000000000e+03     4.918000000000000e+03     4.876000000000000e+03     4.870000000000000e+03     4.846000000000000e+03     4.878000000000000e+03     4.800000000000000e+03     4.994000000000000e+03     4.804000000000000e+03     4.910000000000000e+03     4.754000000000000e+03     5.000000000000000e+03
    9.472000000000000e+03     9.424000000000000e+03     9.558000000000000e+03     9.068000000000000e+03     9.276000000000000e+03     9.438000000000000e+03     9.308000000000000e+03     9.240000000000000e+03     8.974000000000000e+03     9.324000000000000e+03     9.350000000000000e+03     9.058000000000000e+03     9.384000000000000e+03     9.458000000000000e+03     9.304000000000000e+03     9.460000000000000e+03     9.312000000000000e+03     9.274000000000000e+03     9.002000000000000e+03     9.112000000000000e+03     9.318000000000000e+03     9.088000000000000e+03     9.092000000000000e+03     9.364000000000000e+03     8.974000000000000e+03     9.378000000000000e+03     9.558000000000000e+03     9.550000000000000e+03     9.364000000000000e+03     9.472000000000000e+03     9.388000000000000e+03     9.402000000000000e+03     9.074000000000000e+03     9.236000000000000e+03     9.380000000000000e+03     9.466000000000000e+03     9.656000000000000e+03     9.424000000000000e+03     9.466000000000000e+03     9.398000000000000e+03     9.480000000000000e+03     9.488000000000000e+03     9.304000000000000e+03     9.500000000000000e+03     9.536000000000000e+03     9.342000000000000e+03     9.514000000000000e+03     9.300000000000000e+03     9.160000000000000e+03     9.244000000000000e+03     9.332000000000000e+03     9.118000000000000e+03     9.372000000000000e+03     9.178000000000000e+03     9.822000000000000e+03     9.536000000000000e+03     9.388000000000000e+03     9.658000000000000e+03     9.558000000000000e+03     9.672000000000000e+03
    1.541400000000000e+04     1.525200000000000e+04     1.521400000000000e+04     1.555200000000000e+04     1.521400000000000e+04     1.535400000000000e+04     1.479600000000000e+04     1.528600000000000e+04     1.536000000000000e+04     1.504600000000000e+04     1.532000000000000e+04     1.524600000000000e+04     1.513600000000000e+04     1.526400000000000e+04     1.566000000000000e+04     1.490000000000000e+04     1.536800000000000e+04     1.553400000000000e+04     1.549800000000000e+04     1.510600000000000e+04     1.547400000000000e+04     1.523600000000000e+04     1.544600000000000e+04     1.499600000000000e+04     1.515000000000000e+04     1.545200000000000e+04     1.531000000000000e+04     1.499200000000000e+04     1.533000000000000e+04     1.526000000000000e+04     1.513800000000000e+04     1.543400000000000e+04     1.526200000000000e+04     1.509200000000000e+04     1.534200000000000e+04     1.517400000000000e+04     1.549400000000000e+04     1.526800000000000e+04     1.511600000000000e+04     1.553200000000000e+04     1.529000000000000e+04     1.548600000000000e+04     1.524400000000000e+04     1.548800000000000e+04     1.518600000000000e+04     1.550200000000000e+04     1.527600000000000e+04     1.515200000000000e+04     1.541000000000000e+04     1.532400000000000e+04     1.550800000000000e+04     1.543000000000000e+04     1.563000000000000e+04     1.556600000000000e+04     1.561400000000000e+04     1.550000000000000e+04     1.559000000000000e+04     1.564000000000000e+04     1.593000000000000e+04     1.591600000000000e+04
    2.289000000000000e+04     2.226800000000000e+04     2.274200000000000e+04     2.276000000000000e+04     2.260800000000000e+04     2.235400000000000e+04     2.246200000000000e+04     2.255800000000000e+04     2.236800000000000e+04     2.277200000000000e+04     2.262000000000000e+04     2.280600000000000e+04     2.247200000000000e+04     2.245600000000000e+04     2.298400000000000e+04     2.288200000000000e+04     2.232600000000000e+04     2.245600000000000e+04     2.219000000000000e+04     2.219200000000000e+04     2.285000000000000e+04     2.261000000000000e+04     2.229000000000000e+04     2.238400000000000e+04     2.268400000000000e+04     2.262200000000000e+04     2.270200000000000e+04     2.249200000000000e+04     2.271200000000000e+04     2.243000000000000e+04     2.271400000000000e+04     2.243600000000000e+04     2.264000000000000e+04     2.278600000000000e+04     2.268600000000000e+04     2.257800000000000e+04     2.254200000000000e+04     2.286200000000000e+04     2.219000000000000e+04     2.304200000000000e+04     2.252000000000000e+04     2.262800000000000e+04     2.264200000000000e+04     2.291600000000000e+04     2.251000000000000e+04     2.244400000000000e+04     2.320800000000000e+04     2.268000000000000e+04     2.242200000000000e+04     2.284200000000000e+04     2.251800000000000e+04     2.323000000000000e+04     2.301800000000000e+04     2.292200000000000e+04     2.288600000000000e+04     2.290600000000000e+04     2.319200000000000e+04     2.326400000000000e+04     2.306600000000000e+04     2.322400000000000e+04
    3.115200000000000e+04     3.119400000000000e+04     3.115400000000000e+04     3.114400000000000e+04     3.078600000000000e+04     3.116000000000000e+04     3.110200000000000e+04     3.135400000000000e+04     3.128000000000000e+04     3.178000000000000e+04     3.115800000000000e+04     3.167200000000000e+04     3.173400000000000e+04     3.122000000000000e+04     3.112000000000000e+04     3.117200000000000e+04     3.127000000000000e+04     3.123000000000000e+04     3.154200000000000e+04     3.110400000000000e+04     3.127200000000000e+04     3.140800000000000e+04     3.154800000000000e+04     3.112000000000000e+04     3.148000000000000e+04     3.106800000000000e+04     3.127400000000000e+04     3.105200000000000e+04     3.128000000000000e+04     3.134200000000000e+04     3.117400000000000e+04     3.142400000000000e+04     3.119400000000000e+04     3.123600000000000e+04     3.135800000000000e+04     3.153600000000000e+04     3.138200000000000e+04     3.138400000000000e+04     3.153800000000000e+04     3.144400000000000e+04     3.120000000000000e+04     3.155400000000000e+04     3.138400000000000e+04     3.171600000000000e+04     3.179000000000000e+04     3.131800000000000e+04     3.110200000000000e+04     3.143600000000000e+04     3.152600000000000e+04     3.184000000000000e+04     3.187600000000000e+04     3.149600000000000e+04     3.194000000000000e+04     3.211000000000000e+04     3.207400000000000e+04     3.185600000000000e+04     3.262200000000000e+04     3.198000000000000e+04     3.281200000000000e+04     3.263800000000000e+04
    4.160600000000000e+04     4.112800000000000e+04     4.107000000000000e+04     4.110200000000000e+04     4.128400000000000e+04     4.122200000000000e+04     4.098600000000000e+04     4.054800000000000e+04     4.122000000000000e+04     4.143800000000000e+04     4.172400000000000e+04     4.113800000000000e+04     4.144000000000000e+04     4.149200000000000e+04     4.107000000000000e+04     4.172800000000000e+04     4.142200000000000e+04     4.158400000000000e+04     4.133200000000000e+04     4.135000000000000e+04     4.137200000000000e+04     4.126000000000000e+04     4.098400000000000e+04     4.114400000000000e+04     4.180800000000000e+04     4.080000000000000e+04     4.109800000000000e+04     4.163600000000000e+04     4.157000000000000e+04     4.115600000000000e+04     4.131200000000000e+04     4.169800000000000e+04     4.164200000000000e+04     4.187200000000000e+04     4.148000000000000e+04     4.168400000000000e+04     4.147600000000000e+04     4.214000000000000e+04     4.140000000000000e+04     4.092400000000000e+04     4.149800000000000e+04     4.180800000000000e+04     4.130000000000000e+04     4.184000000000000e+04     4.155200000000000e+04     4.178200000000000e+04     4.160400000000000e+04     4.148000000000000e+04     4.195800000000000e+04     4.170600000000000e+04     4.187800000000000e+04     4.182600000000000e+04     4.284200000000000e+04     4.236800000000000e+04     4.212600000000000e+04     4.245800000000000e+04     4.258000000000000e+04     4.281800000000000e+04     4.237400000000000e+04     4.344000000000000e+04
    5.329200000000000e+04     5.256400000000000e+04     5.281400000000000e+04     5.278800000000000e+04     5.264400000000000e+04     5.294800000000000e+04     5.233200000000000e+04     5.248800000000000e+04     5.288000000000000e+04     5.280000000000000e+04     5.259800000000000e+04     5.195000000000000e+04     5.280200000000000e+04     5.347800000000000e+04     5.283000000000000e+04     5.265000000000000e+04     5.304000000000000e+04     5.288600000000000e+04     5.220000000000000e+04     5.258000000000000e+04     5.244400000000000e+04     5.286800000000000e+04     5.316400000000000e+04     5.287800000000000e+04     5.254000000000000e+04     5.296600000000000e+04     5.310200000000000e+04     5.219800000000000e+04     5.272800000000000e+04     5.332800000000000e+04     5.318200000000000e+04     5.344800000000000e+04     5.298400000000000e+04     5.280000000000000e+04     5.292200000000000e+04     5.303400000000000e+04     5.263200000000000e+04     5.322200000000000e+04     5.243800000000000e+04     5.274200000000000e+04     5.291200000000000e+04     5.317600000000000e+04     5.305400000000000e+04     5.300000000000000e+04     5.298800000000000e+04     5.307600000000000e+04     5.360000000000000e+04     5.372800000000000e+04     5.326000000000000e+04     5.351000000000000e+04     5.414200000000000e+04     5.415000000000000e+04     5.365200000000000e+04     5.373400000000000e+04     5.381200000000000e+04     5.405000000000000e+04     5.422200000000000e+04     5.476600000000000e+04     5.531200000000000e+04     5.525000000000000e+04
    6.561400000000000e+04     6.478800000000000e+04     6.546600000000000e+04     6.493400000000000e+04     6.486200000000000e+04     6.534400000000000e+04     6.557200000000000e+04     6.492000000000000e+04     6.499200000000000e+04     6.549000000000000e+04     6.542400000000000e+04     6.545000000000000e+04     6.484600000000000e+04     6.540400000000000e+04     6.493200000000000e+04     6.547800000000000e+04     6.509800000000000e+04     6.595600000000000e+04     6.525600000000000e+04     6.568200000000000e+04     6.584200000000000e+04     6.533400000000000e+04     6.545600000000000e+04     6.567400000000000e+04     6.528200000000000e+04     6.570400000000000e+04     6.535200000000000e+04     6.536600000000000e+04     6.509000000000000e+04     6.553200000000000e+04     6.627000000000000e+04     6.615600000000000e+04     6.549400000000000e+04     6.533200000000000e+04     6.550600000000000e+04     6.548200000000000e+04     6.575000000000000e+04     6.652800000000000e+04     6.632800000000000e+04     6.549000000000000e+04     6.625000000000000e+04     6.559000000000000e+04     6.569600000000000e+04     6.587000000000000e+04     6.650800000000000e+04     6.627400000000000e+04     6.584800000000000e+04     6.667200000000000e+04     6.655800000000000e+04     6.686600000000000e+04     6.648000000000000e+04     6.708400000000000e+04     6.683400000000000e+04     6.704400000000000e+04     6.675600000000000e+04     6.756400000000000e+04     6.723800000000000e+04     6.789000000000000e+04     6.875400000000000e+04     6.893000000000000e+04
