    0.00000    1.00000    2.00000    3.00000    4.00000    5.00000    6.00000    7.00000    8.00000    9.00000   10.00000   11.00000   12.00000   13.00000   14.00000   15.00000   16.00000   17.00000   18.00000   19.00000   20.00000
  -20.00000  -19.00000  -18.00000  -17.00000  -16.00000  -15.00000  -14.00000  -13.00000  -12.00000  -11.00000  -10.00000   -9.00000   -8.00000   -7.00000   -6.00000   -5.00000   -4.00000   -3.00000   -2.00000   -1.00000    0.00000    1.00000    2.00000    3.00000    4.00000    5.00000    6.00000    7.00000    8.00000    9.00000   10.00000   11.00000   12.00000   13.00000   14.00000   15.00000   16.00000   17.00000   18.00000   19.00000   20.00000
    6.090000000000000e+02     6.660000000000000e+02     6.940000000000000e+02     8.110000000000000e+02     8.620000000000000e+02     9.770000000000000e+02     1.101000000000000e+03     1.284000000000000e+03     1.520000000000000e+03     1.700000000000000e+03     2.005000000000000e+03     2.499000000000000e+03     2.891000000000000e+03     3.516000000000000e+03     4.346000000000000e+03     5.239000000000000e+03     6.292000000000000e+03     7.521000000000000e+03     8.989000000000000e+03     1.014300000000000e+04     1.014300000000000e+04     8.989000000000000e+03     7.521000000000000e+03     6.292000000000000e+03     5.239000000000000e+03     4.346000000000000e+03     3.516000000000000e+03     2.891000000000000e+03     2.499000000000000e+03     2.005000000000000e+03     1.700000000000000e+03     1.520000000000000e+03     1.284000000000000e+03     1.101000000000000e+03     9.770000000000000e+02     8.620000000000000e+02     8.110000000000000e+02     6.940000000000000e+02     6.660000000000000e+02     6.090000000000000e+02
    1.352000000000000e+03     1.493000000000000e+03     1.510000000000000e+03     1.562000000000000e+03     1.679000000000000e+03     1.713000000000000e+03     1.780000000000000e+03     1.909000000000000e+03     2.109000000000000e+03     2.397000000000000e+03     2.596000000000000e+03     2.969000000000000e+03     3.452000000000000e+03     4.049000000000000e+03     4.723000000000000e+03     5.624000000000000e+03     6.789000000000000e+03     8.362000000000000e+03     1.006500000000000e+04     1.145200000000000e+04     1.145200000000000e+04     1.006500000000000e+04     8.362000000000000e+03     6.789000000000000e+03     5.624000000000000e+03     4.723000000000000e+03     4.049000000000000e+03     3.452000000000000e+03     2.969000000000000e+03     2.596000000000000e+03     2.397000000000000e+03     2.109000000000000e+03     1.909000000000000e+03     1.780000000000000e+03     1.713000000000000e+03     1.679000000000000e+03     1.562000000000000e+03     1.510000000000000e+03     1.493000000000000e+03     1.352000000000000e+03
    2.095000000000000e+03     2.204000000000000e+03     2.272000000000000e+03     2.336000000000000e+03     2.348000000000000e+03     2.571000000000000e+03     2.654000000000000e+03     2.887000000000000e+03     3.132000000000000e+03     3.368000000000000e+03     3.605000000000000e+03     3.941000000000000e+03     4.438000000000000e+03     5.132000000000000e+03     5.965000000000000e+03     7.093000000000000e+03     8.209000000000000e+03     1.006000000000000e+04     1.190700000000000e+04     1.320200000000000e+04     1.320200000000000e+04     1.190700000000000e+04     1.006000000000000e+04     8.209000000000000e+03     7.093000000000000e+03     5.965000000000000e+03     5.132000000000000e+03     4.438000000000000e+03     3.941000000000000e+03     3.605000000000000e+03     3.368000000000000e+03     3.132000000000000e+03     2.887000000000000e+03     2.654000000000000e+03     2.571000000000000e+03     2.348000000000000e+03     2.336000000000000e+03     2.272000000000000e+03     2.204000000000000e+03     2.095000000000000e+03
    3.051000000000000e+03     3.050000000000000e+03     2.980000000000000e+03     3.167000000000000e+03     3.314000000000000e+03     3.310000000000000e+03     3.406000000000000e+03     3.770000000000000e+03     3.961000000000000e+03     4.379000000000000e+03     4.574000000000000e+03     5.186000000000000e+03     5.560000000000000e+03     6.343000000000000e+03     7.292000000000000e+03     8.361000000000000e+03     9.588000000000000e+03     1.122800000000000e+04     1.256800000000000e+04     1.364800000000000e+04     1.364800000000000e+04     1.256800000000000e+04     1.122800000000000e+04     9.588000000000000e+03     8.361000000000000e+03     7.292000000000000e+03     6.343000000000000e+03     5.560000000000000e+03     5.186000000000000e+03     4.574000000000000e+03     4.379000000000000e+03     3.961000000000000e+03     3.770000000000000e+03     3.406000000000000e+03     3.310000000000000e+03     3.314000000000000e+03     3.167000000000000e+03     2.980000000000000e+03     3.050000000000000e+03     3.051000000000000e+03
    3.698000000000000e+03     3.760000000000000e+03     3.736000000000000e+03     4.045000000000000e+03     4.045000000000000e+03     4.242000000000000e+03     4.430000000000000e+03     4.621000000000000e+03     4.919000000000000e+03     5.276000000000000e+03     5.579000000000000e+03     6.295000000000000e+03     6.571000000000000e+03     7.574000000000000e+03     8.340000000000000e+03     9.533000000000000e+03     1.073100000000000e+04     1.181800000000000e+04     1.306300000000000e+04     1.381300000000000e+04     1.381300000000000e+04     1.306300000000000e+04     1.181800000000000e+04     1.073100000000000e+04     9.533000000000000e+03     8.340000000000000e+03     7.574000000000000e+03     6.571000000000000e+03     6.295000000000000e+03     5.579000000000000e+03     5.276000000000000e+03     4.919000000000000e+03     4.621000000000000e+03     4.430000000000000e+03     4.242000000000000e+03     4.045000000000000e+03     4.045000000000000e+03     3.736000000000000e+03     3.760000000000000e+03     3.698000000000000e+03
    4.360000000000000e+03     4.664000000000000e+03     4.752000000000000e+03     4.765000000000000e+03     5.107000000000000e+03     4.980000000000000e+03     5.386000000000000e+03     5.601000000000000e+03     5.885000000000000e+03     6.157000000000000e+03     6.587000000000000e+03     7.161000000000000e+03     7.854000000000000e+03     8.313000000000000e+03     9.396000000000000e+03     1.066700000000000e+04     1.137100000000000e+04     1.249500000000000e+04     1.351300000000000e+04     1.412300000000000e+04     1.412300000000000e+04     1.351300000000000e+04     1.249500000000000e+04     1.137100000000000e+04     1.066700000000000e+04     9.396000000000000e+03     8.313000000000000e+03     7.854000000000000e+03     7.161000000000000e+03     6.587000000000000e+03     6.157000000000000e+03     5.885000000000000e+03     5.601000000000000e+03     5.386000000000000e+03     4.980000000000000e+03     5.107000000000000e+03     4.765000000000000e+03     4.752000000000000e+03     4.664000000000000e+03     4.360000000000000e+03
    5.103000000000000e+03     5.320000000000000e+03     5.509000000000000e+03     5.494000000000000e+03     5.714000000000000e+03     5.935000000000000e+03     6.184000000000000e+03     6.445000000000000e+03     6.696000000000000e+03     7.101000000000000e+03     7.557000000000000e+03     7.995000000000000e+03     8.698000000000000e+03     9.253000000000000e+03     1.023200000000000e+04     1.100800000000000e+04     1.206800000000000e+04     1.295600000000000e+04     1.382400000000000e+04     1.418200000000000e+04     1.418200000000000e+04     1.382400000000000e+04     1.295600000000000e+04     1.206800000000000e+04     1.100800000000000e+04     1.023200000000000e+04     9.253000000000000e+03     8.698000000000000e+03     7.995000000000000e+03     7.557000000000000e+03     7.101000000000000e+03     6.696000000000000e+03     6.445000000000000e+03     6.184000000000000e+03     5.935000000000000e+03     5.714000000000000e+03     5.494000000000000e+03     5.509000000000000e+03     5.320000000000000e+03     5.103000000000000e+03
    6.042000000000000e+03     6.121000000000000e+03     6.236000000000000e+03     6.314000000000000e+03     6.380000000000000e+03     6.699000000000000e+03     7.011000000000000e+03     7.297000000000000e+03     7.495000000000000e+03     7.956000000000000e+03     8.450000000000000e+03     8.901000000000000e+03     9.468000000000000e+03     1.000200000000000e+04     1.116500000000000e+04     1.181700000000000e+04     1.272800000000000e+04     1.337200000000000e+04     1.373400000000000e+04     1.436700000000000e+04     1.436700000000000e+04     1.373400000000000e+04     1.337200000000000e+04     1.272800000000000e+04     1.181700000000000e+04     1.116500000000000e+04     1.000200000000000e+04     9.468000000000000e+03     8.901000000000000e+03     8.450000000000000e+03     7.956000000000000e+03     7.495000000000000e+03     7.297000000000000e+03     7.011000000000000e+03     6.699000000000000e+03     6.380000000000000e+03     6.314000000000000e+03     6.236000000000000e+03     6.121000000000000e+03     6.042000000000000e+03
    6.954000000000000e+03     7.043000000000000e+03     7.093000000000000e+03     7.330000000000000e+03     7.272000000000000e+03     7.518000000000000e+03     7.843000000000000e+03     8.047000000000000e+03     8.233000000000000e+03     8.848000000000000e+03     9.062000000000000e+03     9.567000000000000e+03     1.046400000000000e+04     1.111500000000000e+04     1.183000000000000e+04     1.253500000000000e+04     1.312600000000000e+04     1.369500000000000e+04     1.401000000000000e+04     1.431700000000000e+04     1.431700000000000e+04     1.401000000000000e+04     1.369500000000000e+04     1.312600000000000e+04     1.253500000000000e+04     1.183000000000000e+04     1.111500000000000e+04     1.046400000000000e+04     9.567000000000000e+03     9.062000000000000e+03     8.848000000000000e+03     8.233000000000000e+03     8.047000000000000e+03     7.843000000000000e+03     7.518000000000000e+03     7.272000000000000e+03     7.330000000000000e+03     7.093000000000000e+03     7.043000000000000e+03     6.954000000000000e+03
    7.595000000000000e+03     7.632000000000000e+03     7.686000000000000e+03     7.955000000000000e+03     8.366000000000000e+03     8.368000000000000e+03     8.721000000000000e+03     8.878000000000000e+03     9.151000000000000e+03     9.567000000000000e+03     9.997000000000000e+03     1.043300000000000e+04     1.112500000000000e+04     1.167400000000000e+04     1.239800000000000e+04     1.291500000000000e+04     1.365000000000000e+04     1.400500000000000e+04     1.446700000000000e+04     1.459100000000000e+04     1.459100000000000e+04     1.446700000000000e+04     1.400500000000000e+04     1.365000000000000e+04     1.291500000000000e+04     1.239800000000000e+04     1.167400000000000e+04     1.112500000000000e+04     1.043300000000000e+04     9.997000000000000e+03     9.567000000000000e+03     9.151000000000000e+03     8.878000000000000e+03     8.721000000000000e+03     8.368000000000000e+03     8.366000000000000e+03     7.955000000000000e+03     7.686000000000000e+03     7.632000000000000e+03     7.595000000000000e+03
